csv_code,baseline_auc,permuted_auc,auc_drop,baseline_accuracy,permuted_accuracy,accuracy_drop,ref_id,variable,survey_year,feature_group,question
Y3246405,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y32464.05,Q13-3A.06~000006,2014,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH
Y3246403,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y32464.03,Q13-3A.06~000004,2014,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES
Y3246205,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y32462.05,Q13-3A.04~000006,2014,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH
Y3246203,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y32462.03,Q13-3A.04~000004,2014,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES
Y4526405,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y45264.05,Q13-3A.03~000006,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH
Y4526203,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y45262.03,Q13-3A.01~000004,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES
Y4526503,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y45265.03,Q13-3A.04~000004,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES
Y4526505,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y45265.05,Q13-3A.04~000006,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH
Y4526603,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y45266.03,Q13-3A.05~000004,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES
Y1417407,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y14174.07,YASR-65A~000008,2002,substance/risk behavior,CHARGES R MOST RECENTLY CONVICTED OF - SELLING OF MARIJUANA OR
Y4526605,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y45266.05,Q13-3A.05~000006,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH
Y4526703,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y45267.03,Q13-3C.01~000010,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME
Y4526704,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y45267.04,Q13-3C.01~000011,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER
Y4526803,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y45268.03,Q13-3C.02~000010,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME
C6102600,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,C61026.00,MS-BPI-31,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL
Y4276207,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y42762.07,YASR-65A~000008,2018,substance/risk behavior,CHARGES R MOST RECENTLY CONVICTED OF - SELLING OF MARIJUANA OR
Y3589501,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y35895.01,Q13-3G.03~000026,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL
Y4208305,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y42083.05,Q13-3A.02~000006,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH
Y4208903,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y42089.03,Q13-3C.03~000010,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME
Y4208804,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y42088.04,Q13-3C.02~000011,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER
Y4208803,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y42088.03,Q13-3C.02~000010,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME
Y4208605,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y42086.05,Q13-3A.05~000006,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH
Y4208603,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y42086.03,Q13-3A.05~000004,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES
Y4208505,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y42085.05,Q13-3A.04~000006,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH
Y4208503,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y42085.03,Q13-3A.04~000004,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES
Y4208405,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y42084.05,Q13-3A.03~000006,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH
Y4208403,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y42084.03,Q13-3A.03~000004,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES
Y4208303,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y42083.03,Q13-3A.02~000004,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES
Y4209003,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y42090.03,Q13-3C.04~000010,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME
Y4208205,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y42082.05,Q13-3A.01~000006,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH
Y4208203,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y42082.03,Q13-3A.01~000004,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES
Y4211101,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y42111.01,Q13-3G.05~000026,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL
Y4211001,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y42110.01,Q13-3G.04~000026,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL
Y4210901,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y42109.01,Q13-3G.03~000026,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL
Y4210801,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y42108.01,Q13-3G.02~000026,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL
Y4210701,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y42107.01,Q13-3G.01~000026,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL
Y3671407,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y36714.07,YASR-65A~000008,2016,substance/risk behavior,CHARGES R MOST RECENTLY CONVICTED OF - SELLING OF MARIJUANA OR
Y3671406,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y36714.06,YASR-65A~000007,2016,substance/risk behavior,CHARGES R MOST RECENTLY CONVICTED OF - POSSESSION OF MARIJUANA OR
Y4208904,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y42089.04,Q13-3C.03~000011,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER
Y4209004,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y42090.04,Q13-3C.04~000011,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER
Y4276300,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y42763.00,YASR-66,2018,prior delinquency/contact,EVER/SINCE DATE OF LAST INTERVIEW R BEEN SENTENCED TO A CORRECTIONS
Y4210100,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y42101.00,Q13-3E.05~000019,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT
Y4276202,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y42762.02,YASR-65A~000003,2018,prior delinquency/contact,CHARGES R MOST RECENTLY CONVICTED OF - THEFT
Y4276201,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y42762.01,YASR-65A~000002,2018,prior delinquency/contact,CHARGES R MOST RECENTLY CONVICTED OF - ROBBERY
Y4276200,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y42762.00,YASR-65A~000001,2018,prior delinquency/contact,CHARGES R MOST RECENTLY CONVICTED OF - ASSAULT
Y4275601,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y42756.01,YASR-60B-J~000002,2018,prior delinquency/contact,HOW MANY TIMES IN LAST YEAR R HURT SOMEONE BADLY ENOUGH TO NEED
Y4210603,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y42106.03,Q13-3F.05~000028,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO
Y4210503,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y42105.03,Q13-3F.04~000028,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO
Y4210403,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y42104.03,Q13-3F.03~000028,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO
Y4210303,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y42103.03,Q13-3F.02~000028,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO
Y4210203,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y42102.03,Q13-3F.01~000028,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO
Y4210000,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y42100.00,Q13-3E.04~000019,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT
Y4209103,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y42091.03,Q13-3C.05~000010,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME
Y4209900,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y42099.00,Q13-3E.03~000019,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT
Y4209800,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y42098.00,Q13-3E.02~000019,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT
Y4209700,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y42097.00,Q13-3E.01~000019,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT
Y4209600,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y42096.00,Q13-3D.05~000013,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT
Y4209500,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y42095.00,Q13-3D.04~000013,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT
Y4209400,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y42094.00,Q13-3D.03~000013,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT
Y4209300,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y42093.00,Q13-3D.02~000013,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT
Y4209200,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y42092.00,Q13-3D.01~000013,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT
Y4209104,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y42091.04,Q13-3C.05~000011,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER
Y3670804,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y36708.04,YASR-60B-J~000005,2016,school/achievement,HOW MANY TIMES IN LAST YEAR R DAMAGED SCHOOL PROPERTY ON PURPOSE
Y3671500,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y36715.00,YASR-66,2016,prior delinquency/contact,EVER/SINCE DATE OF LAST INTERVIEW R BEEN SENTENCED TO A CORRECTIONS
Y3589601,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y35896.01,Q13-3G.04~000026,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL
C0733600,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,C07336.00,CS884256,1988,substance/risk behavior,CHILD SELF-ADMINISTERED: R'S AGE WHEN FIRST USED ANY DRUGS
Y3587203,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y35872.03,Q13-3C.04~000010,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME
Y3587104,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y35871.04,Q13-3C.03~000011,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER
C0733400,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,C07334.00,CS884254,1988,substance/risk behavior,CHILD SELF-ADMINISTERED: HAVE YOU EVER USED OTHER DRUGS
Y3586805,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y35868.05,Q13-3A.06~000006,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH
Y3586803,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y35868.03,Q13-3A.06~000004,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES
Y3586705,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y35867.05,Q13-3A.05~000006,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH
Y3586703,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y35867.03,Q13-3A.05~000004,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES
Y3586605,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y35866.05,Q13-3A.04~000006,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH
Y3586603,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y35866.03,Q13-3A.04~000004,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES
Y4528701,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y45287.01,Q13-3G.01~000026,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL
Y3587303,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y35873.03,Q13-3C.05~000010,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME
C6101300,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,C61013.00,MS-BPI-19,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT
Y4528801,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y45288.01,Q13-3G.02~000026,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL
C0995200,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8876313662085691,0.0008084074373484462,C09952.00,ANTIZ1990,1990,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - ALL CHILDREN
Y4528901,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y45289.01,Q13-3G.03~000026,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL
Y4529001,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y45290.01,Q13-3G.04~000026,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL
Y4529101,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y45291.01,Q13-3G.05~000026,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL
C6052600,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,C60526.00,BPMIS22016,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL RAW SCORE TRICHOTOMOUS ITEMS -
Y3589801,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y35898.01,Q13-3G.06~000026,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL
Y3589701,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y35897.01,Q13-3G.05~000026,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL
Y3587204,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y35872.04,Q13-3C.04~000011,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER
Y3587304,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y35873.04,Q13-3C.05~000011,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER
Y4039500,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y40395.00,Q4-5AA,2018,school/achievement,HAS R EVER SEEN A STUDENT CARRY A WEAPON ON SCHOOL PROPERTY
Y3589103,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y35891.03,Q13-3F.05~000028,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO
Y3671404,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y36714.04,YASR-65A~000005,2016,prior delinquency/contact,CHARGES R MOST RECENTLY CONVICTED OF - DESTRUCTION OF PROPERTY
Y3671402,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y36714.02,YASR-65A~000003,2016,prior delinquency/contact,CHARGES R MOST RECENTLY CONVICTED OF - THEFT
Y3671401,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y36714.01,YASR-65A~000002,2016,prior delinquency/contact,CHARGES R MOST RECENTLY CONVICTED OF - ROBBERY
Y3671400,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y36714.00,YASR-65A~000001,2016,prior delinquency/contact,CHARGES R MOST RECENTLY CONVICTED OF - ASSAULT
Y4039600,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y40396.00,Q4-5AB,2018,school/achievement,IN LAST SCHOOL YEAR HOW OFTEN HAS R SEEN A STUDENT CARRY A WEAPON
C0797106,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,C07971.06,BPEXTZ1988,1988,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL STANDARD SCORE TRICHOTOMOUS ITEMS
Y4275701,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y42757.01,YASR-61A-D~000002,2018,school/achievement,IN LAST YEAR R EVER GOTTEN INTO A PHYSICAL FIGHT AT SCHOOL OR WORK
Y4275604,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y42756.04,YASR-60B-J~000005,2018,school/achievement,HOW MANY TIMES IN LAST YEAR R DAMAGED SCHOOL PROPERTY ON PURPOSE
Y3589203,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y35892.03,Q13-3F.06~000028,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO
Y3589003,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y35890.03,Q13-3F.04~000028,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO
Y3587403,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y35874.03,Q13-3C.06~000010,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME
C6102200,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,C61022.00,MS-BPI-28,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO
Y3588600,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y35886.00,Q13-3E.06~000019,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT
Y3588500,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y35885.00,Q13-3E.05~000019,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT
Y3588300,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y35883.00,Q13-3E.03~000019,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT
Y4276206,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y42762.06,YASR-65A~000007,2018,substance/risk behavior,CHARGES R MOST RECENTLY CONVICTED OF - POSSESSION OF MARIJUANA OR
Y3588000,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y35880.00,Q13-3D.06~000013,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT
Y3587900,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y35879.00,Q13-3D.05~000013,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT
Y3587800,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y35878.00,Q13-3D.04~000013,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT
Y3587404,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y35874.04,Q13-3C.06~000011,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER
Y2878103,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y28781.03,Q13-3F.03~000028,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO
Y4276204,0.9493346097109319,0.9493346097109319,0.0,0.8884397736459175,0.8884397736459175,0.0,Y42762.04,YASR-65A~000005,2018,prior delinquency/contact,CHARGES R MOST RECENTLY CONVICTED OF - DESTRUCTION OF PROPERTY
